province,date,year_month,co2_tonnes,source_file
Jiangxi,2019-07-01,2019-07,19563775.480000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2019-08-01,2019-08,21459900.530000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2019-09-01,2019-09,20031372.360000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2019-10-01,2019-10,20435683.510000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2019-11-01,2019-11,20895945.230000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2019-12-01,2019-12,22589614.230000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-01-01,2020-01,14940185.700000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-02-01,2020-02,14161759.450000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-03-01,2020-03,16793016.840000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-04-01,2020-04,18477125.600000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-05-01,2020-05,19987629.730000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-06-01,2020-06,19750620.860000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-07-01,2020-07,21396098.770000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-08-01,2020-08,23484491.040000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-09-01,2020-09,21249510.140000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-10-01,2020-10,20297070.020000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-11-01,2020-11,22830817.060000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2020-12-01,2020-12,24611214.590000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-01-01,2021-01,19829201.840000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-02-01,2021-02,14719081.290000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-03-01,2021-03,18845363.380000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-04-01,2021-04,19363447.190000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-05-01,2021-05,19009848.970000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-06-01,2021-06,20351569.050000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-07-01,2021-07,20916218.030000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-08-01,2021-08,21318933.150000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-09-01,2021-09,20695421.110000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-10-01,2021-10,19525838.370000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-11-01,2021-11,20255302.500000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2021-12-01,2021-12,21845549.820000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-01-01,2022-01,21580498.670000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-02-01,2022-02,15794876.950000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-03-01,2022-03,19089716.150000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-04-01,2022-04,18395019.560000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-05-01,2022-05,18327465.790000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-06-01,2022-06,17940904.100000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-07-01,2022-07,19962983.140000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-08-01,2022-08,21329490.060000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-09-01,2022-09,20304444.600000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-10-01,2022-10,20298857.170000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-11-01,2022-11,21401548.680000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2022-12-01,2022-12,22981735.480000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-01-01,2023-01,19118673.600000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-02-01,2023-02,16274866.000000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-03-01,2023-03,20732353.450000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-04-01,2023-04,19364839.670000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-05-01,2023-05,20147418.060000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-06-01,2023-06,20454080.220000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-07-01,2023-07,21781286.620000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-08-01,2023-08,21204858.180000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-09-01,2023-09,20174630.420000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-10-01,2023-10,19466362.370000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-11-01,2023-11,20212141.020000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2023-12-01,2023-12,21938392.640000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-01-01,2024-01,20173945.790000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-02-01,2024-02,17204263.710000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-03-01,2024-03,20294483.270000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-04-01,2024-04,18408282.840000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-05-01,2024-05,19300752.910000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-06-01,2024-06,18866278.450000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-07-01,2024-07,20299750.740000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-08-01,2024-08,20182725.220000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-09-01,2024-09,20716858.390000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-10-01,2024-10,19555693.920000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-11-01,2024-11,19995830.060000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2024-12-01,2024-12,22589666.830000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-01-01,2025-01,17670028.160000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-02-01,2025-02,17132253.180000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-03-01,2025-03,18913235.600000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-04-01,2025-04,19012924.630000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-05-01,2025-05,18163640.580000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-06-01,2025-06,18435217.000000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-07-01,2025-07,20230845.320000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-08-01,2025-08,21099459.860000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-09-01,2025-09,16988420.900000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-10-01,2025-10,17114635.960000,carbonmonitor-china_datas_2026-04-11.csv
Jiangxi,2025-11-01,2025-11,17333751.120000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-01-01,2019-01,18912720.600000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-02-01,2019-02,15549894.310000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-03-01,2019-03,16167343.350000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-04-01,2019-04,14627996.240000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-05-01,2019-05,14341260.080000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-06-01,2019-06,14715353.700000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-07-01,2019-07,15593023.530000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-08-01,2019-08,15594509.100000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-09-01,2019-09,14824775.480000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-10-01,2019-10,15568980.000000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-11-01,2019-11,17325961.260000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2019-12-01,2019-12,20137958.260000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-01-01,2020-01,16806909.640000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-02-01,2020-02,15416935.690000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-03-01,2020-03,15417046.140000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-04-01,2020-04,14318273.090000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-05-01,2020-05,14097768.250000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-06-01,2020-06,15094426.970000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-07-01,2020-07,15664360.490000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-08-01,2020-08,15786565.610000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-09-01,2020-09,15457470.400000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-10-01,2020-10,16010538.190000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-11-01,2020-11,17834061.140000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2020-12-01,2020-12,20131346.010000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-01-01,2021-01,17857113.760000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-02-01,2021-02,13618239.110000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-03-01,2021-03,14960944.610000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-04-01,2021-04,14187335.050000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-05-01,2021-05,14504210.800000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-06-01,2021-06,13870383.170000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-07-01,2021-07,14422292.790000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-08-01,2021-08,13731702.120000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-09-01,2021-09,13103820.320000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-10-01,2021-10,13663682.900000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-11-01,2021-11,15727176.460000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2021-12-01,2021-12,17509049.910000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-01-01,2022-01,19661530.880000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-02-01,2022-02,16017909.520000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-03-01,2022-03,15164971.643000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-04-01,2022-04,13081295.986000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-05-01,2022-05,14078874.870000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-06-01,2022-06,13976023.890000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-07-01,2022-07,13832364.140000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-08-01,2022-08,14146378.150000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-09-01,2022-09,14019599.800000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-10-01,2022-10,14609676.580000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-11-01,2022-11,15955682.350000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2022-12-01,2022-12,17871259.530000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-01-01,2023-01,16960726.350000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-02-01,2023-02,15034396.340000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-03-01,2023-03,15943446.980000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-04-01,2023-04,14705320.220000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-05-01,2023-05,14244039.930000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-06-01,2023-06,14738528.830000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-07-01,2023-07,15172496.840000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-08-01,2023-08,15852114.360000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-09-01,2023-09,15141372.000000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-10-01,2023-10,15229879.870000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-11-01,2023-11,17249659.630000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2023-12-01,2023-12,19165977.990000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-01-01,2024-01,18200074.450000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-02-01,2024-02,15773970.550000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-03-01,2024-03,16339221.820000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-04-01,2024-04,13205323.710000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-05-01,2024-05,13025888.890000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-06-01,2024-06,12688268.990000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-07-01,2024-07,14506506.910000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-08-01,2024-08,14359698.240000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-09-01,2024-09,12858745.460000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-10-01,2024-10,14023578.040000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-11-01,2024-11,15663736.970000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2024-12-01,2024-12,18713229.630000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-01-01,2025-01,17146309.710000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-02-01,2025-02,16165368.030000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-03-01,2025-03,15223511.470000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-04-01,2025-04,12470355.850000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-05-01,2025-05,12612616.300000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-06-01,2025-06,13648556.650000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-07-01,2025-07,14018537.250000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-08-01,2025-08,14974795.130000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-09-01,2025-09,11193514.730000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-10-01,2025-10,12189193.620000,carbonmonitor-china_datas_2026-04-11.csv
Jilin,2025-11-01,2025-11,12775822.440000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-01-01,2019-01,50572635.670000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-02-01,2019-02,40429356.220000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-03-01,2019-03,45715291.310000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-04-01,2019-04,42264645.380000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-05-01,2019-05,42071628.730000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-06-01,2019-06,43215906.860000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-07-01,2019-07,46932655.210000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-08-01,2019-08,44967870.560000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-09-01,2019-09,44766945.230000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-10-01,2019-10,45869712.450000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-11-01,2019-11,49482887.830000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2019-12-01,2019-12,53466627.930000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-01-01,2020-01,44177771.430000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-02-01,2020-02,40338940.230000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-03-01,2020-03,42714588.150000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-04-01,2020-04,41734091.640000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-05-01,2020-05,43773133.280000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-06-01,2020-06,43446837.070000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-07-01,2020-07,45891643.000000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-08-01,2020-08,45995695.600000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-09-01,2020-09,44420826.330000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-10-01,2020-10,45196894.770000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-11-01,2020-11,50140941.810000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2020-12-01,2020-12,55521556.740000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-01-01,2021-01,46997767.490000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-02-01,2021-02,33660763.310000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-03-01,2021-03,42804508.010000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-04-01,2021-04,40363568.190000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-05-01,2021-05,41646006.610000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-06-01,2021-06,40621640.990000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-07-01,2021-07,40729374.850000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-08-01,2021-08,41371990.200000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-09-01,2021-09,37651218.510000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-10-01,2021-10,37645416.000000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-11-01,2021-11,40308224.290000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2021-12-01,2021-12,46667799.020000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-01-01,2022-01,50972374.790000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-02-01,2022-02,38569911.740000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-03-01,2022-03,44962134.740000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-04-01,2022-04,38911242.350000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-05-01,2022-05,39505409.550000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-06-01,2022-06,41706971.480000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-07-01,2022-07,41699545.650000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-08-01,2022-08,40765433.070000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-09-01,2022-09,41021770.020000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-10-01,2022-10,43625534.990000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-11-01,2022-11,46263097.170000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2022-12-01,2022-12,49389083.940000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-01-01,2023-01,47527792.460000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-02-01,2023-02,38602407.670000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-03-01,2023-03,46195719.780000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-04-01,2023-04,39821538.530000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-05-01,2023-05,38493170.080000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-06-01,2023-06,41871266.440000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-07-01,2023-07,41048853.300000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-08-01,2023-08,40313711.200000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-09-01,2023-09,39398818.310000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-10-01,2023-10,41718247.970000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-11-01,2023-11,45865106.630000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2023-12-01,2023-12,50154327.390000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-01-01,2024-01,46319354.400000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-02-01,2024-02,40194101.100000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-03-01,2024-03,43477445.500000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-04-01,2024-04,36742475.440000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-05-01,2024-05,37055425.400000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-06-01,2024-06,38089201.700000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-07-01,2024-07,39407829.100000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-08-01,2024-08,39972494.400000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-09-01,2024-09,37077643.660000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-10-01,2024-10,39091175.800000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-11-01,2024-11,42119621.960000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2024-12-01,2024-12,47007990.100000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-01-01,2025-01,43004798.500000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-02-01,2025-02,41008551.900000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-03-01,2025-03,42728384.380000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-04-01,2025-04,37256982.520000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-05-01,2025-05,37236345.700000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-06-01,2025-06,37511663.600000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-07-01,2025-07,39427097.000000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-08-01,2025-08,38567729.500000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-09-01,2025-09,34260042.790000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-10-01,2025-10,36577422.800000,carbonmonitor-china_datas_2026-04-11.csv
Liaoning,2025-11-01,2025-11,38731175.900000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-01-01,2019-01,15140692.390000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-02-01,2019-02,12172286.810000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-03-01,2019-03,13139876.530000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-04-01,2019-04,12042088.250000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-05-01,2019-05,13224521.290000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-06-01,2019-06,12781539.180000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-07-01,2019-07,14675477.830000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-08-01,2019-08,14736216.400000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-09-01,2019-09,13965644.830000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-10-01,2019-10,13267855.980000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-11-01,2019-11,13671630.960000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2019-12-01,2019-12,15882370.990000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-01-01,2020-01,12387827.120000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-02-01,2020-02,13132719.914000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-03-01,2020-03,12941874.164000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-04-01,2020-04,13351894.983000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-05-01,2020-05,13512671.910000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-06-01,2020-06,13201784.690000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-07-01,2020-07,14907328.260000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-08-01,2020-08,15367286.730000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-09-01,2020-09,13961421.220000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-10-01,2020-10,14080260.470000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-11-01,2020-11,15601331.970000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2020-12-01,2020-12,17717031.060000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-01-01,2021-01,15896982.910000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-02-01,2021-02,13115501.043000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-03-01,2021-03,15946565.160000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-04-01,2021-04,14580549.150000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-05-01,2021-05,14745950.370000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-06-01,2021-06,14441660.870000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-07-01,2021-07,14986141.500000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-08-01,2021-08,14569936.720000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-09-01,2021-09,12512296.600000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-10-01,2021-10,13439301.960000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-11-01,2021-11,15414090.890000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2021-12-01,2021-12,17234662.250000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-01-01,2022-01,17948473.150000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-02-01,2022-02,14296807.216000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-03-01,2022-03,16106371.715000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-04-01,2022-04,15816545.264000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-05-01,2022-05,16383862.998000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-06-01,2022-06,15198727.030000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-07-01,2022-07,16226210.410000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-08-01,2022-08,17330926.160000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-09-01,2022-09,15404003.820000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-10-01,2022-10,16022408.754000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-11-01,2022-11,16089630.494000,carbonmonitor-china_datas_2026-04-11.csv
Ningxia,2022-12-01,2022-12,17126455.812000,carbonmonitor-china_datas_2026-04-11.csv
